land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,crime_rate_index,property_value
125,112,1,1,0,1,1,0,16,0.6,110673
266,258,4,3,0,1,1,1,17,5.01,192566
297,266,5,5,1,1,1,1,7,1.11,267398
238,236,5,4,1,0,1,1,9,4.2,218519
192,177,4,4,0,1,1,1,6,1.46,184791
218,210,3,3,1,0,0,0,15,4.45,160393
209,189,3,4,0,1,1,0,16,4.94,149512
172,152,3,4,1,1,1,0,12,1.45,145510
141,121,1,2,0,0,1,0,14,3.82,113775
126,112,2,1,1,0,0,1,7,1.6,103145
334,303,5,3,1,1,1,1,10,5.91,282403
340,305,5,2,1,1,1,1,4,3.77,280256
297,267,4,4,1,1,1,1,10,0.4,262356
213,197,3,3,0,1,0,0,13,5.78,131932
294,275,4,2,1,1,1,1,7,2.72,253701
155,152,3,3,1,0,0,1,17,1.31,146201
236,219,4,4,1,1,1,0,11,2.83,191742
124,117,1,2,0,0,0,0,16,0.98,90689
217,188,4,4,1,1,1,1,9,3.29,215940
242,213,4,5,1,1,1,1,19,4.12,202072
289,266,5,4,1,1,1,1,8,2.33,255722
385,339,6,4,1,1,1,1,13,5.77,301674
239,222,3,3,1,1,0,1,10,1.74,189205
395,338,6,7,1,1,1,1,4,5.96,330855
242,241,5,2,1,1,1,1,18,4.76,195595
165,150,2,1,0,1,0,0,18,4.09,137775
178,153,3,1,1,1,1,0,19,3.63,136519
472,412,8,8,1,1,1,1,16,3.52,376506
152,135,3,3,1,1,0,0,17,0.27,130917
342,311,5,5,1,1,1,1,17,5.18,269451
185,158,2,3,0,1,1,0,8,1.17,180935
245,231,5,3,1,1,1,1,18,0.57,233397
788,737,8,7,1,1,1,1,12,3.7,609407
245,244,5,5,1,0,1,1,17,1.89,197778
182,179,2,3,0,0,0,1,3,0.72,153482
172,163,3,2,1,0,0,1,18,1.81,139849
201,184,4,5,1,1,1,0,19,5.54,156883
205,186,3,2,0,1,1,0,3,2.75,162903
494,493,7,5,1,1,1,1,22,2.1,366085
208,205,3,1,0,0,1,0,9,0.96,175495
301,286,5,5,1,1,1,1,10,2.34,260570
277,251,5,5,1,1,1,1,9,1.77,249063
228,203,4,5,1,1,1,1,4,4.39,172624
324,304,5,2,1,1,1,1,16,2.33,273804
305,291,4,5,1,1,1,1,1,3.93,257043
308,274,4,5,1,1,0,1,3,1.22,309897
299,276,5,4,1,1,1,1,10,5.03,258740
147,135,1,2,1,0,0,0,6,3.1,111119
260,252,4,5,0,1,1,1,16,4.38,218927
402,346,6,6,1,1,1,1,8,0.34,351958
236,228,5,2,1,1,1,1,6,1.69,203971
254,236,5,5,1,1,1,1,19,4.06,214422
171,171,3,1,0,0,0,0,22,4.06,118700
268,231,4,2,1,1,0,1,19,1.52,206364
138,132,2,3,1,1,0,1,4,3.69,113923
317,293,5,2,1,1,1,1,5,2.17,288759
223,193,4,3,1,1,0,1,8,3.54,204506
265,237,4,4,1,1,0,0,12,4.47,218767
312,289,5,2,1,1,1,1,4,2.75,273742
233,205,3,1,1,0,0,0,9,3.12,161259
256,231,4,3,1,1,0,1,16,0.09,213168
299,258,5,2,1,1,1,1,6,1.66,255927
130,111,1,1,1,1,0,0,17,3.95,89530
333,304,5,3,1,1,1,1,19,4.98,275124
309,285,4,5,1,1,1,1,21,3.49,225853
180,173,3,2,0,0,0,1,2,1.63,146985
281,281,4,2,0,1,1,1,9,1.12,241374
268,242,5,3,1,1,1,1,3,4.48,234060
357,323,6,5,1,1,1,1,13,5.33,300004
177,174,3,2,1,0,0,0,18,4.95,115120
200,191,4,5,0,1,1,1,17,2.58,172974
325,312,6,7,1,1,1,1,2,2.67,300077
333,302,5,3,1,1,1,1,1,4.54,285217
410,405,6,5,0,1,1,1,18,4.04,333839
260,241,4,2,0,1,0,1,2,5.68,203185
307,304,5,2,1,1,1,1,18,3.2,243081
144,129,2,2,0,1,0,1,3,0.01,121406
196,172,3,3,1,1,1,0,4,1.85,154749
104,92,1,1,1,1,0,0,8,0.38,102025
130,116,1,1,0,0,0,0,11,5.57,66722
306,283,4,5,1,1,1,0,10,2.3,216426
540,479,7,5,1,1,1,1,17,5.55,389147
221,205,3,4,1,1,1,0,16,5.25,145819
230,222,4,5,1,1,1,0,2,3.49,183586
237,226,4,2,1,1,1,1,4,4.65,208399
122,112,2,1,0,0,0,0,19,2.71,92173
173,156,3,3,0,1,0,0,1,0.2,128798
207,195,4,5,1,1,1,1,20,3.26,199326
160,154,2,2,0,1,0,1,10,0.4,135802
203,187,4,5,1,1,1,1,3,4.87,192732
248,221,5,4,1,1,1,1,4,0.39,236165
270,256,5,2,1,1,1,1,12,0.89,216112
265,253,5,2,1,1,1,1,12,1.42,236377
319,309,6,4,1,1,1,1,4,0.15,281945
100,97,1,1,0,0,0,0,20,3.62,66391
195,170,3,2,0,1,0,0,2,4.58,153675
462,424,6,4,1,1,1,1,16,1.81,371627
219,217,4,2,1,1,0,1,16,4.77,187171
321,280,5,3,1,1,1,1,4,4.16,279669
369,353,6,7,1,1,1,1,8,3.51,339491
172,163,2,3,1,1,0,0,5,4.14,121750
203,201,3,3,1,0,0,1,19,5.04,166419
172,172,2,3,0,0,1,0,15,3.67,123869
252,252,5,4,1,1,1,1,19,3.1,212332
155,151,2,1,0,0,1,0,1,4.18,105322
158,138,2,1,0,1,1,0,17,2.91,116993
345,331,5,3,1,1,1,1,19,0.27,278911
339,307,6,6,1,1,1,1,15,5.31,275434
541,515,7,7,1,1,1,1,10,5.45,430612
126,110,1,1,0,0,0,0,11,5.23,75459
245,224,5,3,0,1,1,1,13,0.12,215758
104,94,1,1,1,1,1,0,22,0.95,103845
182,164,3,4,0,1,0,0,22,2.74,136345
255,243,4,3,1,1,1,0,4,4.84,214081
355,310,6,5,1,1,1,1,16,0.37,303366
180,177,2,3,1,0,0,1,1,0.47,158658
357,314,5,2,1,1,1,1,21,3.54,334419
295,279,4,2,0,1,1,1,11,3.9,270851
302,301,5,3,1,0,1,1,17,5.19,239035
270,251,5,2,1,1,1,1,17,4.01,238766
374,360,6,7,1,1,1,1,12,1.84,353370
506,456,7,7,1,1,1,1,16,4.28,411720
489,480,7,5,1,1,1,1,13,5.7,372836
164,146,3,4,0,0,0,0,2,5.86,115459
200,184,4,5,1,1,1,1,16,2.75,185105
145,130,1,2,0,1,0,0,4,5.52,99891
139,128,2,1,0,1,0,0,4,1.25,117051
156,141,3,3,1,1,1,0,22,3.09,118156
280,259,4,3,1,1,1,1,22,0.04,228758
281,261,4,5,1,1,1,1,13,3.95,229734
304,302,4,4,1,1,1,0,16,5.24,225872
256,246,5,2,1,1,1,1,8,3.2,227280
192,167,3,3,1,1,0,1,17,0.82,162146
310,279,4,5,0,1,1,1,18,5.4,257272
275,266,4,5,1,1,1,1,15,2.68,226400
265,256,5,2,1,1,1,1,11,5.43,219218
179,176,3,1,0,0,0,0,13,3.64,128698
264,242,5,2,1,1,1,0,12,1.94,224648
308,268,5,2,0,1,1,1,9,0.35,236943
386,374,6,4,1,1,1,1,17,1.96,309426
141,122,1,1,0,1,0,0,4,3.56,113665
193,183,3,1,1,0,0,0,7,0.76,142913
245,238,5,5,1,1,1,1,22,3.94,221254
134,122,2,3,0,1,0,0,2,0.59,104813
224,218,3,1,1,0,0,1,4,0.72,219537
340,338,5,5,1,1,1,1,19,4.62,277907
238,210,3,1,1,1,0,1,2,2.04,211416
262,228,4,4,1,1,0,1,17,2.17,189941
243,233,5,3,1,1,1,1,17,0.44,224086
313,275,5,3,1,1,1,1,15,3.06,272154
167,161,2,3,0,1,0,0,7,5.79,143649
244,219,4,3,1,1,1,1,3,0.64,231319
268,267,5,2,0,1,1,1,17,3.92,216375
280,278,4,5,1,1,1,1,3,2.74,246732
297,272,4,3,1,1,1,1,22,3.26,213996
251,227,4,4,1,1,0,1,15,5.46,203900
325,302,5,5,0,1,0,1,12,5.55,256846
575,471,8,6,1,1,1,1,11,2.18,489723
270,242,4,3,1,1,0,1,6,2.01,250441
197,170,3,1,0,1,0,1,9,4.46,159223
599,589,7,4,1,1,1,1,22,0.69,465681
275,238,4,2,1,1,1,1,17,4.04,221222
301,284,5,3,1,1,1,1,7,4.86,251825
289,262,5,4,0,1,1,1,3,2.68,250166
224,198,4,3,1,1,1,0,11,2.32,196213
315,314,6,6,1,1,1,1,13,5.38,264413
192,177,3,4,1,0,0,1,4,4.87,159268
269,239,5,4,1,1,1,1,13,3.42,240800
212,192,3,3,1,0,0,0,15,0.11,151655
102,94,1,1,0,1,0,0,7,3.45,72571
123,118,2,1,0,0,0,0,7,5.08,88075
215,209,4,4,1,1,1,1,4,4.92,161759
196,174,4,4,1,1,0,1,16,3.13,176302
234,204,4,5,1,1,1,1,1,0.61,238051
327,295,5,5,1,1,1,1,16,2.01,282426
302,261,4,5,0,1,1,1,19,2.71,249960
270,241,5,4,1,1,1,1,7,2.23,218051
329,283,5,4,1,1,1,1,14,5.9,281500
240,236,3,3,0,0,0,0,15,2.32,173374
235,208,4,3,1,1,1,1,18,3.22,203272
172,167,3,1,1,0,1,0,2,1.69,135849
260,245,5,4,1,1,1,1,2,4.09,237952
202,196,4,2,1,1,0,1,10,5.33,172404
207,185,3,4,1,1,0,1,18,1.7,166035
192,175,3,1,1,1,0,0,18,0.48,144004
197,187,4,4,1,1,1,1,18,4.25,164126
234,203,5,5,1,1,0,1,14,5.88,175507
276,250,4,3,1,1,0,1,11,2.58,215643
221,218,3,2,1,0,0,1,1,5.16,157810
252,237,4,3,1,1,1,1,4,5.3,248719
125,110,1,2,1,0,0,0,3,5.62,80934
287,270,4,3,1,1,1,1,9,4.78,244146
312,277,5,5,0,1,1,1,3,4.11,255915
143,138,1,1,1,0,1,0,6,0.9,141155
347,323,5,3,1,1,1,1,17,4.8,273068
185,171,3,1,0,1,0,0,4,5.68,120554
252,223,5,2,1,1,1,0,1,0.93,237959
320,311,6,6,1,1,1,1,16,1.22,267726
293,257,4,3,0,1,1,1,8,0.6,267118
285,257,4,2,1,1,1,1,19,3.7,233229
170,151,3,4,0,1,1,0,9,1.02,130394
188,182,2,3,0,0,0,0,2,1.03,136055
313,298,6,4,1,1,1,1,6,1.05,326691
256,219,4,4,1,1,1,0,16,3.41,184557
398,352,6,7,1,1,1,1,22,4.39,332103
162,138,3,3,1,1,0,0,6,3.07,123017
239,230,4,5,1,1,1,1,1,2.6,189460
163,143,3,2,0,1,0,0,3,1.61,131708
268,239,4,5,0,1,1,1,21,0.1,202972
108,97,1,1,0,1,0,0,12,1.66,83576
337,330,5,3,1,1,1,0,21,2.38,251870
121,121,1,2,0,0,0,0,16,4.51,72476
150,134,2,1,0,1,0,0,20,0.86,122372
258,226,4,3,0,1,1,1,20,2.21,225788
332,287,5,4,1,1,1,1,17,2.62,250250
727,609,8,9,1,1,1,1,15,2.23,608706
187,159,3,2,1,1,1,0,15,4.79,141688
310,271,4,5,1,1,1,0,18,5.52,225231
210,188,4,4,1,1,1,1,8,3.58,163566
170,145,3,3,0,1,0,1,14,0.96,152596
360,317,5,3,1,1,1,1,20,2.96,297165
497,434,7,7,1,1,1,1,22,3.48,413158
225,192,3,3,0,0,1,0,3,5.9,173482
580,524,7,6,1,1,1,1,9,1.3,463502
142,130,2,1,0,1,0,0,22,3.68,95020
169,160,2,1,1,0,1,0,12,5.37,124719
219,213,4,3,1,1,1,1,14,2.87,180284
262,234,5,2,1,1,1,1,5,5.6,223417
662,582,8,5,1,1,1,1,13,2.61,534878
279,262,4,2,1,1,1,1,9,3.42,239157
293,250,4,5,0,1,1,1,15,5.5,241538
229,227,3,3,1,0,0,1,18,3.32,168707
269,242,4,4,1,1,1,1,19,4.25,231478
144,140,2,1,1,0,1,0,5,0.25,130994
273,255,5,2,1,1,1,1,4,4.55,244333
229,215,4,5,1,1,1,1,13,2.15,194807
307,285,4,3,1,1,0,1,8,4.98,237212
280,243,4,3,1,1,0,1,13,5.23,204517
354,328,5,2,1,1,0,1,4,5.44,330284
253,252,4,3,0,1,1,1,17,0.26,212934
301,289,4,4,1,1,1,0,16,4.52,240623
561,511,7,4,1,1,1,1,8,0.33,455444
100,85,1,1,0,1,0,0,6,0.29,87039
277,239,5,4,1,1,1,1,10,1.07,261959
139,125,2,3,0,1,0,1,4,4.92,111287
149,135,2,3,1,1,1,0,1,2.73,121788
233,215,5,2,0,1,1,1,17,1.05,207765
269,247,5,5,1,1,1,1,17,0.35,228414
212,197,4,3,1,1,1,1,10,4.04,172904
132,131,1,1,1,0,0,0,7,3.12,98257
174,165,2,1,0,1,1,0,21,3.8,134528
136,128,2,1,0,1,1,0,19,4.97,101071
123,110,2,2,1,1,0,0,4,1.38,110493
277,275,4,5,0,0,1,1,5,2.07,238480
207,187,4,3,1,1,1,1,20,2.04,182787
234,215,5,5,1,1,1,0,17,4.83,180616
253,229,4,5,1,1,1,1,1,4.85,230946
180,174,3,2,0,1,0,1,8,4.76,147112
239,216,3,2,0,1,0,1,21,1.85,205273
197,170,4,2,1,1,1,1,20,4.87,178080
273,265,4,5,1,1,1,1,6,0.97,271582
154,146,3,3,0,1,1,0,14,4.67,137755
127,120,2,2,0,1,0,1,5,5.94,106822
306,277,4,2,1,1,0,1,10,1.61,267875
272,242,4,4,1,1,1,1,3,1.68,245338
225,210,4,3,1,1,0,0,7,5.27,143693
220,205,3,2,1,1,0,1,21,4.92,193430
711,704,8,7,1,1,1,1,2,4.22,581364
331,291,5,3,1,1,1,1,6,1.7,289985
154,145,2,2,1,0,0,0,12,3.94,109198
167,159,3,2,0,1,1,0,1,0.51,136441
424,411,6,7,1,1,1,1,16,2.69,355698
157,138,2,2,0,1,1,0,11,5.45,108982
193,175,3,3,1,0,0,0,21,5.78,131935
236,228,3,4,1,1,1,0,12,2.01,190176
322,303,5,2,0,1,1,1,15,1.96,264079
466,416,8,8,1,1,1,1,7,0.06,394632
293,259,4,3,1,1,1,1,12,1.46,257654
305,276,4,5,1,1,1,1,5,0.52,270820
276,261,5,3,1,1,1,1,20,5.81,234685
152,143,2,1,0,0,0,1,2,3.88,115476
111,111,1,1,1,0,1,0,17,0.24,70642
347,314,5,3,1,1,1,0,5,0.35,296776
246,219,4,2,1,1,1,1,11,3.97,198251
280,275,5,3,1,0,0,1,5,3.73,230031
271,238,5,2,1,1,1,0,14,5.6,207572
258,232,5,2,1,1,1,1,14,3.44,220469
295,287,4,2,1,1,1,0,13,1.88,250804
339,336,5,4,1,1,1,1,8,2.11,289637
197,174,3,1,0,1,1,0,8,0.06,172623
120,106,1,2,0,0,0,0,9,1.72,76560
219,189,3,2,0,1,0,1,11,5.84,167927
269,250,4,5,0,1,1,1,8,1.45,218935
139,139,1,2,0,0,0,0,1,1.68,113043
239,221,3,3,0,1,0,0,2,0.14,192618
136,122,1,1,0,1,0,1,7,4.92,104921
184,172,2,1,0,0,0,1,11,0.15,145489
241,218,5,4,1,1,1,1,14,4.35,211703
250,245,4,5,1,0,1,1,6,1.2,208423
140,126,2,1,0,1,1,0,13,4.38,110172
333,286,5,4,1,1,0,1,4,1.36,257095
459,431,6,7,1,1,1,1,1,3.41,380921
234,231,3,3,0,0,0,1,10,5.8,203167
303,291,4,4,0,1,0,0,4,1.57,239045
193,172,4,5,1,1,1,1,5,4.93,210974
252,246,5,3,1,1,1,1,11,3.92,207632
264,252,4,5,1,1,1,1,9,5.53,206730
107,104,1,2,0,0,0,0,1,3.18,69865
307,285,4,2,1,1,1,1,2,2.76,283151
359,337,5,2,0,1,1,1,1,5.47,290568
190,165,4,5,1,1,1,1,8,3.57,173162
103,100,1,1,0,0,0,0,16,1.92,74559
213,188,4,4,1,1,1,1,9,3.26,213584
440,386,6,5,1,1,1,1,2,1.72,403785
273,266,5,4,1,1,1,1,2,4.2,248054
262,255,5,3,1,1,1,1,20,2.12,217475
238,213,3,1,0,1,0,0,8,3.82,177809
239,231,3,1,1,1,0,1,10,3.26,197037
345,313,5,3,1,1,1,1,12,3.94,302827
181,160,3,2,0,1,0,1,3,4.52,141026
221,198,3,2,1,1,0,0,7,1.11,168497
234,211,3,3,1,0,0,1,14,4.58,177829
238,215,5,5,1,1,1,1,2,3.65,215836
390,339,6,7,1,1,1,1,10,2.54,314218
220,206,3,3,0,0,0,1,11,5.98,154240
266,264,4,3,1,1,1,0,17,5.67,185361
212,209,4,3,1,1,1,0,19,4.71,174257
305,292,4,5,0,1,1,1,9,2.57,256670
102,92,1,2,0,0,0,1,5,2.54,89041
335,324,5,2,1,1,1,1,16,5.84,226368
154,154,2,3,0,0,1,0,7,4.45,114854
132,131,1,2,0,0,0,0,12,1.58,92457
297,292,4,5,1,1,0,1,9,0.09,270362
128,114,1,2,0,0,0,0,21,5.22,69503
149,149,2,3,1,0,1,0,1,2.49,116028
283,253,4,5,0,1,0,1,14,1.65,218600
318,304,5,3,1,1,1,1,1,3.21,267990
721,622,8,6,1,1,1,1,19,4.9,537221
246,217,5,2,1,1,1,1,3,1.11,250239
121,108,2,2,1,1,1,0,15,0.05,105844
271,238,4,3,1,1,1,1,2,4.4,245528
352,312,6,4,1,1,1,1,21,5.62,277853
462,396,7,7,1,1,1,1,2,4.61,370807
238,236,3,2,1,0,0,0,6,2.67,170168
269,252,4,5,1,1,1,1,21,4.82,216212
341,310,5,3,1,1,1,1,6,1.56,301948
176,166,3,4,1,1,0,0,12,1.9,147575
193,170,4,4,1,1,1,0,2,0.78,182521
359,359,5,3,1,1,1,1,16,1.33,298404
237,222,3,1,1,1,0,0,11,5.96,141207
447,401,6,5,0,1,1,1,4,1.38,381777
129,113,2,2,0,0,0,1,7,0.54,128015
338,288,5,4,0,1,1,1,14,5.16,271162
259,237,4,3,1,1,1,0,17,5.81,177647
431,384,8,9,1,1,1,1,7,0.34,389483
247,213,4,3,1,1,1,1,9,4.21,196856
155,143,2,2,0,1,0,0,20,5.46,105260
194,180,3,4,0,0,0,1,4,1.35,163416
315,301,5,3,1,1,1,1,12,3.87,251850
275,251,4,5,1,1,0,1,4,2.08,239319
129,128,1,2,0,0,0,0,9,2.3,83901
107,99,1,1,1,0,0,0,10,1.09,63608
154,144,3,3,1,1,1,0,19,4.43,105703
596,583,7,7,1,1,1,1,6,2.73,494517
138,135,1,2,0,0,0,1,15,4.09,117978
160,151,2,2,1,1,0,0,6,1.59,109283
231,224,4,2,1,1,1,1,8,0.15,208927
127,114,1,2,0,1,0,0,22,2.56,81724
285,283,4,4,1,1,1,1,4,0.3,250933
259,228,4,5,0,1,1,1,9,5.14,218755
179,164,2,3,0,0,0,0,16,0.54,116458
235,219,4,5,1,1,1,1,14,2.6,197398
271,252,5,5,1,1,1,1,13,1.98,250817
150,130,3,1,0,1,1,0,21,3.88,135144
237,226,4,3,1,1,1,1,5,1.02,220900
116,109,1,1,1,1,0,0,22,5.43,78085
250,235,5,4,1,1,1,1,7,3.3,211874
316,306,5,3,1,1,1,1,6,3.63,258975
317,280,5,2,1,1,0,1,4,4.05,289960
190,182,3,4,0,0,1,0,19,5.66,104985
437,400,6,4,1,1,1,1,22,5.12,332295
185,166,3,2,1,1,0,0,7,3.57,142088
262,227,4,3,1,1,1,0,16,5.96,204335
121,116,1,2,0,0,0,0,7,0.38,86993
142,142,1,2,0,0,0,0,18,5.48,91326
193,190,4,4,1,1,1,1,7,1.66,171111
254,217,5,4,1,1,1,1,19,5.92,213973
219,200,4,3,1,1,0,1,4,4.95,178098
234,212,5,5,1,1,1,1,4,3.79,225592
131,122,1,1,1,0,0,0,20,4.89,76096
285,255,4,5,1,1,1,1,12,4.89,246527
246,238,5,5,1,1,1,1,7,4.47,214338
307,288,4,3,1,1,0,1,5,3.39,230459
341,309,5,5,1,1,1,0,22,2.47,256454
136,121,2,3,0,0,1,0,21,5.41,78004
164,164,3,4,1,0,1,0,19,4.61,93018
201,184,3,1,0,1,0,1,20,0.99,159221
234,208,4,4,1,1,1,1,12,4.75,208403
301,274,4,5,1,1,1,1,17,1.99,241302
340,297,5,3,1,1,1,1,7,5.51,261383
211,191,3,2,0,0,0,0,2,5.38,162132
236,201,4,3,1,1,1,1,15,0.87,198029
236,236,4,2,1,0,1,1,7,4.91,205344
244,227,4,5,1,1,0,1,12,3.23,193491
150,150,3,3,1,0,1,0,9,5.64,108845
158,153,3,4,1,0,1,0,2,5.68,113413
263,237,5,3,1,1,1,1,10,1.96,276248
265,249,4,2,1,1,1,1,12,2.82,238604
249,237,5,2,1,1,1,1,4,1.52,225150
130,111,1,2,1,1,1,0,3,0.31,132736
316,278,6,4,1,1,1,1,4,1.53,286490
244,232,4,3,1,1,0,1,21,2.68,234124
749,634,8,6,1,1,1,1,21,3.98,548638
145,144,2,2,0,0,1,0,16,5.7,79885
287,245,4,2,1,1,1,1,7,1.72,261277
459,453,7,8,1,1,1,1,14,3.46,355662
283,242,4,4,1,1,1,1,11,2.86,217434
315,276,6,7,1,1,1,1,18,5.64,241201
171,157,2,3,0,0,0,0,22,4.98,104600
223,199,4,2,1,1,1,1,19,1.2,208942
324,321,6,4,1,1,1,1,22,3.03,280902
356,339,5,3,1,1,1,1,20,2.94,290136
253,222,4,5,1,1,1,1,19,5.94,171624
152,151,2,1,0,0,1,0,12,1.91,110020
243,239,5,2,1,1,1,1,1,1.58,215344
239,206,5,3,1,1,1,1,12,2.21,232696
271,268,5,5,1,1,1,1,11,5.46,222069
163,157,2,3,0,1,0,1,9,5.82,117716
310,278,5,2,1,1,1,1,13,3.38,248061
309,296,5,5,1,1,1,0,16,1.24,281139
106,92,1,2,0,1,0,0,2,0.61,77242
124,109,2,2,0,1,0,1,7,3.85,96144
332,315,5,5,1,1,1,1,16,1.76,283062
170,168,2,1,0,0,0,0,1,1.34,117997
174,161,2,3,0,1,0,0,8,1.17,143707
166,157,3,4,1,1,0,1,16,2.26,142234
194,186,3,3,0,1,0,1,20,2.69,147751
105,92,1,1,0,1,1,0,10,4.74,75918
230,205,5,3,1,1,1,1,17,1.05,237996
113,109,1,2,0,0,0,0,16,1.61,69998
264,227,4,2,1,1,1,0,17,3.2,210022
303,289,4,2,1,1,1,1,14,5.19,235700
191,174,4,2,1,1,1,1,17,0.58,164552
176,176,3,3,1,0,1,0,8,2.98,136143
201,188,4,4,1,1,1,1,15,4.69,172663
336,331,5,4,1,1,1,1,17,3.9,242356
218,211,3,4,1,0,0,1,22,1.44,164862
256,226,5,2,1,1,1,0,4,2.84,223453
353,302,5,4,1,1,1,1,9,1.46,314937
165,143,3,2,0,1,1,0,4,0.71,130492
283,250,4,3,1,1,1,1,17,3.49,209475
275,250,4,2,1,1,1,1,13,0.08,253981
187,174,2,2,0,0,0,0,10,3.41,122973
208,193,3,1,1,1,1,0,21,3.86,178848
173,164,3,1,1,1,1,0,2,1.09,152778
238,220,4,2,1,1,1,1,22,5.29,159084
273,239,5,4,1,1,1,1,1,3.48,242476
444,391,7,4,1,1,1,1,1,5.47,370321
234,230,3,1,0,0,0,0,5,3.78,176067
349,348,5,2,0,1,1,1,2,5.47,293354
227,197,3,1,1,1,0,1,9,2.83,170692
229,225,3,2,1,0,0,1,12,0.33,189672
217,199,4,4,1,1,1,1,6,1.87,179488
254,245,4,3,1,1,1,1,1,4.95,222107
136,119,1,2,1,1,1,0,21,4.81,113053
199,198,4,2,1,1,0,1,21,2.87,146616
304,272,4,5,1,1,1,1,15,5.05,258200
105,95,1,1,0,0,0,0,7,3.65,77047
178,160,2,2,0,1,0,1,7,4.26,136187
227,197,3,2,0,1,0,0,14,4.74,164102
162,147,3,4,1,1,0,0,8,0.71,142259
216,215,4,2,1,1,1,1,12,3.53,192779
487,450,7,6,1,1,1,1,21,1.96,461636
228,227,3,1,1,0,1,0,11,2.19,162420
171,155,2,2,0,1,1,0,2,0.56,142013
305,269,5,2,1,1,1,1,17,2.99,258937
146,138,1,2,0,1,0,0,22,2.56,106005
146,126,2,3,0,0,0,0,20,2.04,102364
243,231,4,2,1,1,1,1,7,1.59,207652
295,252,4,5,1,1,1,1,11,2.66,259976
151,147,2,1,1,0,1,0,21,1.58,98780
170,162,2,1,0,1,0,0,4,2.54,131699
152,150,3,3,0,0,1,0,20,2.48,106401
306,302,4,4,1,1,1,1,21,3.15,251999
194,192,3,1,1,0,1,0,9,3.91,123154
208,206,3,4,0,0,0,1,4,5.25,165889
237,228,4,4,1,1,1,1,13,1.63,223996
212,194,3,1,1,0,0,1,17,3.53,153319
129,117,2,2,1,0,0,0,19,4.58,66225
215,202,4,3,1,1,1,0,16,2.71,152065
270,263,5,4,0,1,1,1,12,4.49,235804
131,116,2,1,0,1,0,0,17,4.7,80512
122,121,2,2,0,0,0,0,15,0.3,89528
338,294,5,5,1,1,1,0,21,3.39,226490
279,244,4,5,1,1,0,0,13,3.19,227249
232,232,5,3,1,1,1,1,20,2.02,221168
334,311,6,5,1,1,1,1,7,2.01,274794
727,642,8,9,1,1,1,1,15,5.64,549116
136,136,2,3,0,0,0,0,6,1.1,93004
160,157,3,4,0,0,0,1,18,5.8,98656
474,414,7,5,1,1,1,1,1,2.7,409104
128,111,2,1,0,0,0,1,2,0.91,106789
160,155,3,1,0,0,0,0,16,0.96,120754
167,152,3,4,0,1,0,1,6,2.77,145527
298,279,5,4,1,1,1,1,14,2.3,296593
196,176,3,3,1,0,0,1,17,1.24,157109
264,239,4,2,1,1,1,1,5,5.14,247760
293,283,5,5,1,1,1,1,19,0.77,295143
349,331,5,4,1,1,1,1,21,3.18,265041
126,126,1,1,0,0,0,0,22,1.56,85436
244,229,5,4,1,1,1,1,20,2.49,194840
290,265,4,3,1,1,1,1,6,4.35,234242
419,365,6,7,1,1,1,1,17,5.85,314949
572,566,7,4,1,1,1,1,2,3.72,492368
712,581,8,6,1,1,1,1,13,2.5,584052
117,115,1,2,0,0,0,0,8,0.58,94484
211,204,4,2,1,1,1,1,11,0.48,212640
301,280,5,3,0,1,1,1,8,4.36,244475
296,296,4,2,1,0,1,1,16,5.1,220878
553,492,7,8,1,1,1,1,4,1.21,452197
152,148,2,3,1,0,0,1,5,3.11,121000
214,192,4,5,1,1,1,0,6,5.78,167916
248,219,4,5,1,1,1,1,2,4.69,213618
216,199,4,5,1,1,1,1,13,3.11,184313
271,253,4,4,1,1,0,1,3,3.72,227511
338,303,6,4,1,1,1,1,2,5.46,277871
486,429,7,5,1,1,1,1,20,0.31,405910
190,182,3,4,0,0,0,1,21,4.14,150526
221,201,3,1,1,0,1,0,7,0.87,173058
400,375,6,5,1,1,1,1,6,1.93,344843
192,187,4,2,1,0,1,1,18,0.18,189899
297,272,5,4,1,1,1,1,15,4.08,251423
319,299,5,5,1,1,1,1,18,3.46,257139
142,123,1,2,0,0,0,0,21,0.74,99007
410,393,6,4,1,1,1,1,5,2.82,311092
270,247,4,4,1,1,0,0,17,5.76,175374
281,240,5,2,1,1,0,1,22,3.12,218205
129,115,1,1,0,1,0,1,3,3.52,112605
151,132,2,2,0,1,0,0,5,2.68,106164
317,292,5,2,1,1,1,1,14,5.05,250356
103,98,1,2,1,0,0,0,4,1.15,66248
265,235,4,4,1,1,1,0,21,5.11,203476
354,305,5,4,1,1,1,1,1,0.72,328425
434,413,6,4,1,1,1,1,5,2.37,349894
116,104,1,2,1,1,0,0,2,2.61,85198
197,189,4,5,0,1,1,1,13,2.42,171932
155,138,3,3,0,1,0,0,14,0.37,120624
187,187,2,3,0,0,0,0,2,2.34,116733
198,197,3,3,1,0,0,1,6,4.92,157043
257,247,5,4,1,1,1,1,13,1.77,241453
380,375,6,7,1,1,1,1,22,3.68,311732
286,274,5,4,1,1,1,0,6,0.57,233014
437,363,8,7,1,1,1,1,22,1.1,359654
168,149,3,1,0,1,1,0,18,2.53,124427
242,226,5,4,1,1,1,1,22,5.99,202827
133,116,1,2,0,1,0,0,5,0.03,96577
245,218,5,2,1,1,1,1,2,1.83,222083
